128,"Tendo em conta as condições de que dispõe e na medida do possível, é a natureza que faz sempre as coisas mais belas e melhores."
129,"Ama-se a vitória difícil, porque a derrota lhe preenchia quase todo o espaço possível. E foi com o que restava que se venceu em todo ele."
130,É preciso escrever o mais possível como se falasse e não falar demais como se escrevesse.
131,"É possível ser jovem sem ter dinheiro, mas não se pode ser velho sem ele."
132,"Verifiquei que, aos homens, se devia agradecer o menos possível, porque o reconhecimento que lhes testemunhamos os convence, facilmente, de que estão a fazer de mais!"
133,É possível guardar na mente um milhão de fatos e ainda assim ser totalmente sem educação.
134,"A única coisa que torna possível a identidade é a ausência de mudança, mas ninguém acredita de fato que se seja semelhante àquilo de que se lembra."
135,A política é a arte do possível. Toda a vida é política.
136,"É possível impor silêncio ao sentimento; não é, porém, possível marcar-lhe limites."
137,O sucesso tem uma estranha capacidade de esconder o erro.
138,"Quando você quer alguma coisa, todo o universo conspira para que você realize o seu desejo."
139,"Querer não é poder. Quem pôde, quis antes de poder só depois de poder. Quem quer nunca há-de poder, porque se perde em querer."
140,É comum perder-se o bom por querer o melhor.
141,A renúncia é a libertação. Não querer é poder.
142,"Não sou nada.
Nunca serei nada.
Não posso querer ser nada.
À parte isso, tenho em mim todos os sonhos do mundo."
143,"Alguns pensam que para se ser amigo basta querê-lo, como se para se estar são bastasse desejar a saúde..."
144,"A espécie de felicidade de que preciso não é fazer o que quero, mas não fazer o que não quero."
145,É erro vulgar confundir o desejar com o querer. O desejo mede os obstáculos; a vontade vence-os.
146,"Não basta saber, é preferível saber aplicar. Não é o bastante querer, é preciso saber querer."
147,Querer vencer significa já ter percorrido metade do caminho.
148,"Felicidade não é ter o que você quer, é querer o que você tem.
(Livro: Quem mexeu no meu queijo?)"
149,"Não somos sempre o que queremos, mas o que as circunstâncias nos permitem ser."
150,O único lugar onde o sucesso vem antes do trabalho é no dicionário.
151,"Se A é o sucesso, então A é igual a X mais Y mais Z. O trabalho é X; Y é o lazer; e Z é manter a boca fechada."
152,O sucesso é ir de fracasso em fracasso sem perder o entusiasmo.
153,"Para conhecermos os amigos é necessário passar pelo sucesso e pela desgraça. No sucesso, verificamos a quantidade e, na desgraça, a qualidade."
154,"Procure ser um homem de valor, em vez de ser um homem de sucesso."
155,Conhecer o homem - esta é a base de todo o sucesso.
156,O sucesso é um professor perverso. Ele seduz as pessoas inteligentes e as faz pensar que jamais vão cair.
157,Vamos agradecer aos idiotas. Não fosse por eles não faríamos tanto sucesso.
158,O termômetro do sucesso é apenas a inveja dos descontentes.
159,"Em todas as coisas o sucesso depende de uma preparação prévia, e sem tal preparação o falhanço é certo."
160,O sucesso é uma consequência e não um objetivo.
161,"Há poucos homens capazes de prestar homenagem ao sucesso de um amigo, sem qualquer inveja."
162,O segredo do sucesso é a constância do propósito.
163,"Para ter sucesso neste mundo não basta ser estúpido, é preciso também ter boas maneiras."
164,A moderação é uma coisa fatal (...). Nada tem mais sucesso do que o excesso.
165,"Uma paixão forte por qualquer objeto assegurará o sucesso, porque o desejo pelo objetivo mostrará os meios."
166,"O sucesso torna as pessoas modestas, amigáveis e tolerantes; é o fracasso que as faz ásperas e ruins."
167,Saber quando se deve esperar é o grande segredo do sucesso.
168,A confiança em si mesmo é o primeiro segredo do sucesso.
169,Eu preferiria ser um fracasso em algo que amo do que um sucesso em algo que odeio.
170,"Tudo o que é preciso na vida é ignorância e confiança; depois, o sucesso está garantido."
171,Levei vinte anos para fazer sucesso da noite para o dia.
172,O sucesso tem sido sempre um grande mentiroso.
173,Que sua colheita seja abundante e eterna e o sorriso da felicidade e do sucesso enfeite os seus lábios.
174,Você nunca alcança o sucesso verdadeiro a menos que você goste do que está fazendo.
175,"O sucesso é uma viagem, não um ponto de destino."
176,Os homens que se tornam arrogantes com o sucesso têm o mau hábito de odiarem aqueles a quem ofenderam.
177,O segredo do sucesso é ofender o maior número de pessoas.
178,"Eu sei o preço do sucesso: dedicação, trabalho duro, e uma incessante devoção às coisas que você quer ver acontecer."
179,"O sucesso é a soma de pequenos esforços - repetidos dia sim, e no outro dia também."
180,Quando sobes a montanha do sucesso não encontras um amigo.
181,O maior orador do mundo é o sucesso.
182,O fracasso e o sucesso são impostores. Ninguém fracassa tanto como imagina. Ninguém tem tanto sucesso como imagina.
183,A chave do sucesso da Sony e para tudo nos negócios é...não seguir os outros.
184,A disciplina é a parte mais importante do sucesso.
185,Sucesso é encontrar aquilo que se tenciona ser e depois fazer o que é necessário para isso.
186,O sucesso e o amor preferem o corajoso.
187,O sucesso é construído de 99 por cento de fracasso.
